crop,year,Governorates,variety,land_type,Area_ha,Yield_tonha,Prod_ton
Irrigated wheat,2015,Beni Suef,Seds 13,Old Land,760.1999999999999,6.6746250986582485,5074.05
Irrigated wheat,2015,Beni Suef,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Seds 13,Tota,760.1999999999999,6.6746250986582485,5074.05
Irrigated wheat,2015,Beni Suef,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Balady,Old Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Balady,New Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Balady,Tota,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2015,Beni Suef,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 12,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 12,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Masr 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Masr 1,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Masr 1,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 168,Old Land,29.4,6.428571428571429,189
Irrigated wheat,2015,Cairo,Giza 168,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 168,Tota,29.4,6.428571428571429,189
Irrigated wheat,2015,Cairo,Gemmeza 11,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 11,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Masr 2,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Masr 2,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 93,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 93,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 94,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 94,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 9,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 9,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Shandaweel,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Shandaweel,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Others,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Others,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Others,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 61,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 61,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 7,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 7,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Gemmeza 7,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 1,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 13,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Seds 13,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Balady,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Balady,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Balady,Tota,NA,NA,NA
Irrigated wheat,2015,Cairo,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2015,Cairo,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 12,Old Land,20829.48,6.842028701628653,142515.9
Irrigated wheat,2015,Dakahlia,Seds 12,New Land,3066,6.870841487279844,21066
Irrigated wheat,2015,Dakahlia,Seds 12,Tota,23895.48,6.845725635141039,163581.9
Irrigated wheat,2015,Dakahlia,Masr 1,Old Land,20774.04,6.9231430188831835,143821.65
Irrigated wheat,2015,Dakahlia,Masr 1,New Land,1554,6.862837837837839,10664.85
Irrigated wheat,2015,Dakahlia,Masr 1,Tota,22328.04,6.918945863586773,154486.5
Irrigated wheat,2015,Dakahlia,Giza 168,Old Land,8320.619999999999,6.861844429862199,57094.799999999996
Irrigated wheat,2015,Dakahlia,Giza 168,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 168,Tota,8320.619999999999,6.861844429862199,57094.799999999996
Irrigated wheat,2015,Dakahlia,Gemmeza 11,Old Land,17860.92,6.769346147902795,120906.75
Irrigated wheat,2015,Dakahlia,Gemmeza 11,New Land,1386,6.849025974025974,9492.75
Irrigated wheat,2015,Dakahlia,Gemmeza 11,Tota,19246.92,6.775084013442151,130399.5
Irrigated wheat,2015,Dakahlia,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Masr 2,Old Land,8867.46,6.845663809027614,60703.649999999994
Irrigated wheat,2015,Dakahlia,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Masr 2,Tota,8867.46,6.845663809027614,60703.649999999994
Irrigated wheat,2015,Dakahlia,Sakha 93,Old Land,7643.58,6.845960924069612,52327.65
Irrigated wheat,2015,Dakahlia,Sakha 93,New Land,1932,6.869720496894411,13272.3
Irrigated wheat,2015,Dakahlia,Sakha 93,Tota,9575.58,6.850754732350417,65599.95
Irrigated wheat,2015,Dakahlia,Sakha 94,Old Land,1299.48,6.875634869332349,8934.75
Irrigated wheat,2015,Dakahlia,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 94,Tota,1299.48,6.875634869332349,8934.75
Irrigated wheat,2015,Dakahlia,Gemmeza 9,Old Land,14698.32,6.944599790996522,102073.95
Irrigated wheat,2015,Dakahlia,Gemmeza 9,New Land,2041.62,6.876083698239634,14038.35
Irrigated wheat,2015,Dakahlia,Gemmeza 9,Tota,16739.94,6.936243499080643,116112.3
Irrigated wheat,2015,Dakahlia,Giza 171,Old Land,5.46,6.4010989010989015,34.949999999999996
Irrigated wheat,2015,Dakahlia,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 171,Tota,5.46,6.4010989010989015,34.949999999999996
Irrigated wheat,2015,Dakahlia,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Shandaweel,Old Land,887.04,6.8716179653679665,6095.4
Irrigated wheat,2015,Dakahlia,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Shandaweel,Tota,887.04,6.8716179653679665,6095.4
Irrigated wheat,2015,Dakahlia,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 10,Old Land,1953,6.867204301075269,13411.65
Irrigated wheat,2015,Dakahlia,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 10,Tota,1953,6.867204301075269,13411.65
Irrigated wheat,2015,Dakahlia,Egaseed,Old Land,100.8,6.864583333333334,691.9499999999999
Irrigated wheat,2015,Dakahlia,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed,Tota,100.8,6.864583333333334,691.9499999999999
Irrigated wheat,2015,Dakahlia,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Others,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Others,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Others,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 61,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 61,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 7,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 7,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Gemmeza 7,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 1,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 13,Old Land,1576.26,6.879068174032204,10843.199999999999
Irrigated wheat,2015,Dakahlia,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Seds 13,Tota,1576.26,6.879068174032204,10843.199999999999
Irrigated wheat,2015,Dakahlia,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Balady,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Balady,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Balady,Tota,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2015,Dakahlia,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Seds 12,Old Land,1145.76,5.878848973607038,6735.75
Irrigated wheat,2015,Damietta,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Seds 12,Tota,1145.76,5.878848973607038,6735.75
Irrigated wheat,2015,Damietta,Masr 1,Old Land,3485.16,6.718873738938815,23416.35
Irrigated wheat,2015,Damietta,Masr 1,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Masr 1,Tota,3485.16,6.718873738938815,23416.35
Irrigated wheat,2015,Damietta,Giza 168,Old Land,2612.4,5.918982544786403,15462.75
Irrigated wheat,2015,Damietta,Giza 168,New Land,531.72,6.031087790566464,3206.85
Irrigated wheat,2015,Damietta,Giza 168,Tota,3144.12,5.937941299950385,18669.6
Irrigated wheat,2015,Damietta,Gemmeza 11,Old Land,541.38,5.717610550814586,3095.4
Irrigated wheat,2015,Damietta,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 11,Tota,541.38,5.717610550814586,3095.4
Irrigated wheat,2015,Damietta,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Masr 2,Old Land,1197,6.650501253132832,7960.65
Irrigated wheat,2015,Damietta,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Masr 2,Tota,1197,6.650501253132832,7960.65
Irrigated wheat,2015,Damietta,Sakha 93,Old Land,947.52,5.946681864235057,5634.5999999999995
Irrigated wheat,2015,Damietta,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Sakha 93,Tota,947.52,5.946681864235057,5634.5999999999995
Irrigated wheat,2015,Damietta,Sakha 94,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Sakha 94,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 9,Old Land,315,5.844285714285715,1840.95
Irrigated wheat,2015,Damietta,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 9,Tota,315,5.844285714285715,1840.95
Irrigated wheat,2015,Damietta,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Shandaweel,Old Land,1.26,6.30952380952381,7.949999999999999
Irrigated wheat,2015,Damietta,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Shandaweel,Tota,1.26,6.30952380952381,7.949999999999999
Irrigated wheat,2015,Damietta,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2015,Damietta,Beni Suef 6,New Land,NA,NA,NA
